Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,Sector
2020-08-13,UPL,EQ,487.15,487.3,499.9,487.3,489.35,489.15,492.39,4549602,224015732015000,90858,1177038,0.2587,Chemicals
2020-08-14,UPL,EQ,489.15,494.6,496.9,480.85,486.25,485.65,489.67,2431513,119064772675000,63838,688059,0.283,Chemicals
2020-08-17,UPL,EQ,485.65,489.5,494.7,487.75,492.25,492.35,491.85,2230316,109697334070000,37689,690031,0.3094,Chemicals
2020-08-18,UPL,EQ,492.35,492.2,508.95,491.85,501.8,500.15,502.72,8890754,446959023810000,114743,1677021,0.1886,Chemicals
2020-08-19,UPL,EQ,500.15,499.9,507.15,492.5,500.5,499.4,500.02,5405986,270311556685000,71454,1660755,0.3072,Chemicals
2020-08-20,UPL,EQ,499.4,494.85,498.75,487.25,493.5,491.9,492.94,3081600,151903773265000,81253,1293726,0.4198,Chemicals
2020-08-21,UPL,EQ,491.9,496.5,504.05,491,494,493.4,498.42,3426545,170785717875000,75506,891890,0.2603,Chemicals
2020-08-24,UPL,EQ,493.4,496,504.75,496,498.4,497.4,501.25,4042121,202610315240000,77088,889974,0.2202,Chemicals
2020-08-25,UPL,EQ,497.4,499.05,500.55,490.2,492.5,492.1,493.5,3431282,169332257445000,55891,1186873,0.3459,Chemicals
2020-08-26,UPL,EQ,492.1,492.95,496.6,488.35,493.05,493.55,492.27,2839626,139787411700000,35219,979757,0.345,Chemicals
2020-08-27,UPL,EQ,493.55,493.05,500,492.5,496.75,496.75,497.11,2426413,120619488690000,35921,808443,0.3332,Chemicals
2020-08-28,UPL,EQ,496.75,500,521.1,498.3,521,519.25,513.49,9809948,503728944020000,148522,2307794,0.2353,Chemicals
2020-08-31,UPL,EQ,519.25,524,534.9,501,502.95,505.95,517.86,10825186,560592151170000,127947,2962295,0.2736,Chemicals
2020-09-01,UPL,EQ,505.95,505,510,491.25,508.35,505.05,500.82,3980644,199358927275000,56709,725544,0.1823,Chemicals
2020-09-02,UPL,EQ,505.05,505,506,492.7,501.15,500.85,498.27,4153159,206938437560000,58327,1457191,0.3509,Chemicals
2020-09-03,UPL,EQ,500.85,505.8,526.75,504.25,523,521.85,518.83,8589275,445633509340000,140329,1525635,0.1776,Chemicals
2020-09-04,UPL,EQ,521.85,514.75,517.85,504.55,509.65,508.45,510.99,3768854,192585578120000,63150,994139,0.2638,Chemicals
2020-09-07,UPL,EQ,508.45,509.5,510.45,490.8,495.2,494.45,495.05,5255103,260154319425000,95566,1595376,0.3036,Chemicals
2020-09-08,UPL,EQ,494.45,497.65,503.4,485,486.3,487,496.79,4844567,240671986275000,97101,1008418,0.2082,Chemicals
2020-09-09,UPL,EQ,487,482,498.4,467.05,493.45,494.55,481.56,6078537,292720369725000,104631,1521823,0.2504,Chemicals
2020-09-10,UPL,EQ,494.55,497.9,497.9,485,491,491,489.28,4004655,195939138105000,63914,1492907,0.3728,Chemicals
2020-09-11,UPL,EQ,491,492.6,501,488.1,497.4,499,495.16,3410700,168885872020000,58884,769686,0.2257,Chemicals
2020-09-14,UPL,EQ,499,507.95,519.8,502,517,515.9,512.45,5861925,300394736740000,78829,1102313,0.188,Chemicals
2020-09-15,UPL,EQ,515.9,518.25,532.25,516.05,530.1,529.7,526.29,6222427,327482787795000,82174,1218657,0.1958,Chemicals
2020-09-16,UPL,EQ,529.7,530.05,533.25,521.95,527,528.5,526.9,3961768,208745419960000,59337,1619529,0.4088,Chemicals
2020-09-17,UPL,EQ,528.5,524.95,537,520.3,529.25,530.55,530.07,4036648,213969698340000,65074,860868,0.2133,Chemicals
2020-09-18,UPL,EQ,530.55,530.9,540,529.05,538.25,537.3,535.38,3868205,207095778255000,67659,1711417,0.4424,Chemicals
2020-09-21,UPL,EQ,537.3,537,546.5,521.85,530.6,532.2,537.1,4907579,263586927735000,65352,1425683,0.2905,Chemicals
2020-09-22,UPL,EQ,532.2,532.2,537.9,512.35,527.8,529.15,524.83,4623271,242645116945000,66486,1285610,0.2781,Chemicals
2020-09-23,UPL,EQ,529.15,530,534.9,519.85,531.9,532.4,528.39,3647987,192756127930000,56406,1405298,0.3852,Chemicals
2020-09-24,UPL,EQ,532.4,525.45,525.45,502.2,505.5,505.15,515.86,4119459,212505177700000,53518,1683723,0.4087,Chemicals
2020-09-25,UPL,EQ,505.15,508.95,513.8,500.75,502.2,504.65,506.98,4858021,246291995565000,57581,1627551,0.335,Chemicals
2020-09-28,UPL,EQ,504.65,506.4,517.75,506,508.2,509.8,512.12,3786838,193932921770000,42599,1308425,0.3455,Chemicals
2020-09-29,UPL,EQ,509.8,514.5,514.5,490.6,492,493.1,499.77,5023517,251060233820000,67756,1783595,0.355,Chemicals
2020-09-30,UPL,EQ,493.1,494,506,491.55,501.25,502.9,500.76,4501377,225413068315000,67152,654660,0.1454,Chemicals
2020-10-01,UPL,EQ,502.9,508,512.7,503.3,507,505.65,508.99,2462815,125353825900000,38018,469311,0.1906,Chemicals
2020-10-05,UPL,EQ,505.65,509.5,510.15,502.1,506,507.1,507,2533261,128436156575000,40561,716211,0.2827,Chemicals
2020-10-06,UPL,EQ,507.1,511.45,519,508.25,509.3,509.55,514.13,3662272,188289992150000,63008,649454,0.1773,Chemicals
2020-10-07,UPL,EQ,509.55,511.45,524.9,507.4,511,510.85,516.81,4997523,258276897480000,71416,940481,0.1882,Chemicals
2020-10-08,UPL,EQ,510.85,513.95,519.85,506.5,510,509.4,513.36,2814294,144474010450000,51145,782307,0.278,Chemicals
2020-10-09,UPL,EQ,509.4,510.4,513.2,495.9,497.45,497.3,501.43,3712048,186132763370000,59941,1171338,0.3156,Chemicals
2020-10-12,UPL,EQ,497.3,499.9,508.3,493.15,507,507.1,502.02,3332484,167297155745000,55978,992917,0.298,Chemicals
2020-10-13,UPL,EQ,507.1,507.8,515.55,504.1,504.45,506.5,509.86,3992135,203544140525000,49822,1034408,0.2591,Chemicals
2020-10-14,UPL,EQ,506.5,501.35,513,495.3,511,510.9,503.34,3424315,172360800685000,48153,710240,0.2074,Chemicals
2020-10-15,UPL,EQ,510.9,510,520,502.9,505,506.55,515.11,4927087,253797080450000,66081,1212846,0.2462,Chemicals
2020-10-16,UPL,EQ,506.55,490,490,458.25,467.75,466.95,472.59,22982753,1086146638820000,314245,5333473,0.2321,Chemicals
2020-10-19,UPL,EQ,466.95,474.8,474.8,447.5,464,463.45,460.67,13196083,607907970635000,157061,3237966,0.2454,Chemicals
2020-10-20,UPL,EQ,463.45,464,467.7,453.95,454.9,455.95,460.04,7255239,333772363095000,99236,3090381,0.426,Chemicals
2020-10-21,UPL,EQ,455.95,459.9,463.5,446.75,453.05,454.2,455.44,6312709,287507625520000,70350,1875782,0.2971,Chemicals
2020-10-22,UPL,EQ,454.2,452.8,458.2,450.2,454.75,454.5,454.02,4495486,204104635245000,87654,1716325,0.3818,Chemicals
2020-10-23,UPL,EQ,454.5,458.5,458.5,450,450.8,450.95,453.28,3682129,166902654575000,54608,1828485,0.4966,Chemicals
2020-10-26,UPL,EQ,450.95,454.95,454.95,431.5,432.05,433.4,439.63,6280314,276099461455000,112176,2319582,0.3693,Chemicals
2020-10-27,UPL,EQ,433.4,435,441.4,429.35,439.25,438.55,436.8,4881972,213242633855000,101734,1496659,0.3066,Chemicals
2020-10-28,UPL,EQ,438.55,440.35,454.5,437.5,450.5,450.75,448.22,7235748,324318146710000,96540,1460266,0.2018,Chemicals
2020-10-29,UPL,EQ,450.75,447.4,455.6,444.25,452.5,450.25,450.89,4598075,207324020630000,85647,846855,0.1842,Chemicals
2020-10-30,UPL,EQ,450.25,451.9,457.5,446.45,453,453.25,452.45,3684252,166693290565000,48988,746492,0.2026,Chemicals
2020-11-02,UPL,EQ,453.25,465,465,431.65,444.25,445.35,446.94,10356782,462885099545000,131264,1672429,0.1615,Chemicals
2020-11-03,UPL,EQ,445.35,444.4,449.5,414,415.95,417.05,423.88,16512536,699938317660000,230764,4140572,0.2508,Chemicals
2020-11-04,UPL,EQ,417.05,415.7,415.7,399,400.8,401.35,404.16,19363947,782621088805000,223143,6844481,0.3535,Chemicals
2020-11-05,UPL,EQ,401.35,407.95,419.6,405.15,418.5,418.4,414.52,11470585,475474376625000,128528,2770454,0.2415,Chemicals
2020-11-06,UPL,EQ,418.4,421.45,428,417.8,423.1,422.4,423.13,7614066,322171080855000,93520,2251274,0.2957,Chemicals
2020-11-09,UPL,EQ,422.4,426.6,431,424.15,426.6,426.75,426.97,4271081,182364245435000,57349,1387952,0.325,Chemicals
2020-11-10,UPL,EQ,426.75,430.1,438.5,426.55,433.3,432.8,433.22,6424909,278339533705000,97160,3143373,0.4892,Chemicals
2020-11-11,UPL,EQ,432.8,429,442.95,429,436.5,435.7,438.01,7504886,328723495770000,85611,2667524,0.3554,Chemicals
